Tweet,Username,Datetime
"Terkait tidak di laksanakanya event U20 di indonesia,Betulkan yg sy katakan. Rumor soal Tmnas israel Hnya Cerita konspirasi yg di buat2,
Knyataanya tk ada FIFA menyebut tntang Timnas Israel.Justru yg dsinggung tentang tragedi Kanjuruhan.
BuzzerRp dan Cebong laknat pada mingkem. https://t.co/GZw3IJ4I3E",RajaAlangalang1,2023-03-30 05:15:14+00:00
"@mendung67090227 @akdis_tweet @FaktaSepakbola Mas Israel U20 cuma mau main bola lho ga ada dia bawa nuklir atau bom, padahal Israel di bidang teknologinya keren powllll,smart people",sxltedcaramells,2023-03-30 05:14:09+00:00
"Tim paletina vs tim Israel berlaga di PILDUN U20 Peru
Mereka bersalaman dan bermain sportif..sementara otakmu masih menari nari dengan kebencian didepan TV..
sehatkah ?...",garsita_art,2023-03-30 05:13:36+00:00
"Akankah Indonesia tetap bs bersikap sama? Memposisikan Harkat dan Martabat Bangsa setinggi2nya, mendukung non aliansi dan membela negara2 yg tertindas? Jangan sampe nolak israel di pildun u20 ini tnyata minggu depan malah ttd kerjasama ma israel",badasstronout,2023-03-30 05:13:01+00:00
"@bangg_joe @idextratime serius gw mau tanya,apakah fifa tau atau sudah denger berita kalo starting 11 ini terlibat dalam penolakan Israel di WorldCup U20 ? soalnya kalo FIFA khususnya negara lain tau ada kegaduhan ini,mrk bakal punya trust issue ke Indonesia ga sih,yg berdampak Pariwisata Ekonomi dll ?",sikecilygaktif,2023-03-30 05:11:20+00:00
"@dehery13 @benwaee_ @SiaranBolaLive Karena sudah mendeteksi itulah kenapa mereka memilih mencegah supaya itu tdk terjadi. Timnas thailand aja sewaktu aff busnya dilempar batu, jadi sgt amat mungkin bus Timnas israel pas pildun u20 dilempar bom",Muhammad_nsyam,2023-03-30 05:11:18+00:00
"@abu_waras Sy itu bangga bangsa kita anti Israel Krn mencaplok Palestine, tp tdk dgn cara ngawur seperti ngambek diacara piala dunia U20 ini, artinya mengorbankan kepentingan nasional demi mimpi yg mustahil terwujud. Kalo kamu anti Israel apa ga sadar kita selama ini akrab dgn produk mereka",WidKun,2023-03-30 05:10:28+00:00
@KompasTV Saya seneng #FIFA batalin Indonesia sbg host U20. Meruntuhkan KEANGKUHAN orang² yg mengira dgn menolak Timnas #Israel membuat FIFA mengeluarkan Israel sbg peserta #U20? Mimpi lo goblok! Skrg pd terdiam lo??,AyemNumb,2023-03-30 05:08:51+00:00
"@MCAOps Kadrun berharap Israel bisa dikeluarkan dari kompetisi U20, sama seperti Rusia dikeluarkan dari world cup....ehh ini malah Indonesia yg dikeluarkan....🤣🤣",JijikBib,2023-03-30 05:08:16+00:00
"@RajaJuliAntoni @mohmahfudmd Tapi pak Mahfud juga berkontribusi atas gagal nya Indonesia jadi tuan rumah .

Soal Piala Dunia U20, Mahfud: Lagi Cari Jalan Keluar, Prinsipnya Tolak Dukung Israel
https://t.co/eBAYC1v55O",rudysirwi,2023-03-30 05:08:08+00:00
"Indonesia dibatalkan jadi tuan rumah pildun U20, bukan krn menolak tim Israel, bukan karena tragedi Kanjuruhan

Melainkan karena banyak yg goblok ga bisa baca. FIFA kuatir nanti hasil pertandingan bisa kebalik2 gara2 ga bisa baca",Jempol_Nyinyir,2023-03-30 05:07:59+00:00
"Mau dapetin Maxxwin ?

TANPA PAKE LAMA LANGSUNG KITA JOGET !!!!!!!
WEB YANG ANTIRUNGKAD DAN SUDAH PASTI 100% AMAN TERPERCAYA 😍
LINK DAFTAR WAJIB 👇 
https://t.co/Va1OU8lawN

#fifa #ganjar #puas #ramadhan #israel #u20 #slotgacor #slotonline https://t.co/I0FftMjkIG",Mango4dbet,2023-03-30 05:07:55+00:00
"@fadlizon Nyinyir soal kedatangan Timnas Israel U20 ke Indonesia, tetapi ketika IPU, delegasi Parlemen Israel datang ke Bali, suaranya bungkam dan bacot. Bendera Israel berkibar dengan jelas disana. Sekarang FIFA sudah membatalkan Indonesia menjadi tuan rumah U20, gmn tanggung jawab anda?",YantoJhonny,2023-03-30 05:06:57+00:00
"@ganjarpranowo Makasih capres Palestina, sekarang israel gak bakal dateng dan main di U20 joss",ariiGembul23_,2023-03-30 05:05:41+00:00
"gw juga sbnrnya dukung klo palestina mau merdeka for several reasons, tp gw ga benci/nolak israel juga, makanya kmrn tu ngakak bgt indo akhirnya ga jadi gelar pildun u20 hahahahh mampus songong si org""nya pake nolak israel segala hahahahah",melanesianboi,2023-03-30 05:05:25+00:00
"Pemerintah terlambat dekati FIFA, padahal sudah ada oknum, parpol menolak tim U20 Israel. FIFA itu membaca dengan baik sikon kita terkait Pildun. Lampu kuning FIFA bakalan menyala. Baru pemerintah sadar, kirim Eric Thohir",CfFanggidaE,2023-03-30 05:04:40+00:00
Jd keributan skrng alasan FIFA batalin piala Dunia u20 adlh krn Indonesia tolak Israel atau krn tragedi Kanjuruhan. Nah ya keduanya ini bener. Ngapain diributin? 🫠,masbas90,2023-03-30 05:04:28+00:00
"Klu sebaliknya gmn ya? 
Klu israel kebagian pelaksana sepakbola u20, apa kira² negara itu juga menolak klu indonesia ikut main atau Indonesia yang mengundurkan diri atau yang lain.....

Semoga ini mmg drama betulan unt tahun politik, yang nanri akhirnya ada win²...",brontomo,2023-03-30 05:04:07+00:00
Seneng #FIFA batalin Indonesia sbg host U20. Meruntuhkan KEANGKUHAN orang² yg mengira dgn menolak Timnas #Israel membuat FIFA mengeluarkan Israel sbg peserta #U20? Mimpi lo goblok! Skrg pd terdiam lo??,AyemNumb,2023-03-30 05:02:21+00:00
"@ilmiiauliaa @ziuullll @Yudhamaru @GOAL_ID Lagian israel juga di tolak di AFC sampai pindah ke UEFA karena di tolak hampir semua anggota AFC.

Mereka pindah ke UEFA di sambut hangat, sekarang Indonesia ga ikut WC U20 tapi israel tetep ikut.",OktafianLFC,2023-03-30 05:02:14+00:00
@DrEvaChaniago Jadi gara2 angin batal jadi tuan rumah U20 bukan karena protes ada peserta Israel,Nanaibeh,2023-03-30 04:59:44+00:00
"@Candra4smara FIFA tak sebut soal Timnas Israel dlm pembatalan tuan rumah pildun U20, malah singgung tragedi kanjuruhan https://t.co/o9AoDQgZB7",MuhiqR,2023-03-30 04:58:59+00:00
@ganjarpranowo @BanhubJateng Gara2 ulah bapak indonesia malu bahkan israel tertawa melihat indonesia sekarang dan membuat indonesia menyianyiakan kesempatan indonesia jadi tuan rumah piala dunia u20 yg mungkin datang sekali seumur hidup dan bapak juga mengubur mimpi anak muda mengarumkan nama kita di dunia,Alfarez107F,2023-03-30 04:58:22+00:00
@ganjarpranowo ini pak Gubernur yg menolak tim Israel bertanding di piala dunia U20 di Indonesia ya? .. wah bakal batal Indonesia jadi tuan rumah .. hayo pak Jokowi mikiiir ..,HaryonoJatmiko,2023-03-30 04:56:19+00:00
"@ovrslp @idextratime Gejolak penolakan terhadap israel, yg mirisnya pemerintahnya jg ikut serta, mengindikasikan rendahnya jaminan keamanan untuk peserta U20. Potensi tragedi seperti Kanjuruhan bisa berulang.",tepisepimati,2023-03-30 04:56:13+00:00
"@gibran_tweet Ya mau gimana lagi kalo banyak yang nolak kedatangan Israel U20. Jika ga terlaksana, Negara Konoha ga akan di izinkan mengikuti ajang olahraga Internasional.",Alfayet13243049,2023-03-30 04:55:35+00:00
"asal jangan menjadikan penolakan israel sbg cover issue dalam pencabutan status tuan rumah U20, untuk menutupi ketidakmampuan pengelolaan sepak bola dalam negeri. 
jangankan masalah teknis pertandingan, masalah rebutan pengurus, sampai urusan nyawa saja memprihatikan",andywindarto,2023-03-30 04:54:06+00:00
"Berita Indonesia batal jadi tuan rumah Piala Dunia U20 dimuat di dua media Israel, yaitu The Times of Israel dan Jerusalem Post. https://t.co/YolhlM4YOD",kompascom,2023-03-30 04:54:04+00:00
"@ganjarpranowo Terimakasih telah ikut serta mengubur harapan anak bangsa berlaga di piala dunia U20. Apakah bapak  pernah berhitung berapa banyak yg hidup nya menggantungkan di sepak bola bukan hanya pemain, pelatih, official, pedagang kecil dll itu juga masyarakat Indonesia bukan orang israel",TubagusDan,2023-03-30 04:53:08+00:00
"@Susilow62383231 @kurawa beda cerita G20,,,pildun u20 ada israel, bagaimana sih ukhti ini :)",nandooowww,2023-03-30 04:51:55+00:00
"Piala Dunia U20 gagal di Indonesia.
Siapa yg untung, siapa yg rugi ?
Indonesia dpt apa ?, Palestina dpt apa?
Israel tetap melenggang.",EdoSimbolon4,2023-03-30 04:50:25+00:00
"@firzahusainInc Ya itulah PKS dulu bantuan Tsunami dri Israel pada mingkem, giliran Israel mow ikut U20 pada koar"" bawah pemhukaan UUD 45 nggk karuan...
Tpi Umat minoritaspun dihalang""i tuk beribadah serta bangun gereja, mereka pura"" lupa UUD 45nya
🤔👇🤣 https://t.co/OfvGJexaNj",MasJanto6,2023-03-30 04:50:12+00:00
@PastorGilbertL Akibat karena Piala Dunia U20 tidak diselenggarakan dg 2 negara Asean...seperti Indonesia dan Singapore atau Indonesia dan Phillipina...pasti ada solusi....Israel bisa main diluar Indonesia,KangMas2012,2023-03-30 04:47:15+00:00
"@FaktaSepakbola LOLOS KUALIFIKASI !!!
ini yg perlu digarisbawahi !
Siapapun tidak bisa mengkonfrontir Israel utk ikut pildun U20 termasuk FIFA!
mau nangis darah atau mau ribut sampe dimana juga tidak akan bisa membatalkan keikutsertaan Israel di putaran final pildun U20",SmoothThink1,2023-03-30 04:46:28+00:00
"@CNNIndonesia Ya nggak bisalah sm halnya dgn Qatar di pildun thn lalu, kecuali timnas Indonesia ikut kompetisi dr awal sprt Israel yg lolos ke putaran pildun U20.",AD1T_RG,2023-03-30 04:45:55+00:00
"Tandai yang menolak Israel datang ke Indonesia di Piala Dunia U20 2023 di antaranya PDIP, Gubernur Jawa Tengah Ganjar Pranowo. Yang menyebabkan Piala U20 di batala Banned di Indonesia. Segitunya politik di bawa ke olahraga.",WangBatmAN,2023-03-30 04:44:36+00:00
"Tragedi Kanjuruhan adalah faktor dibatalkannya posisi Indonesia sebagai tuan rumah Piala Dunia U20, dan bukan berkaitan dengan keikutsertaan Timnas Israel. https://t.co/KCmPfmh3d2",nadakukharisma,2023-03-30 04:44:25+00:00
"@AyamSegar3 Israel tetap main pildun U20,
Palestina tetap main piala asia
(Olah raga mereka baik2 saja)

Sebagian dari kita semakin tenggelam dalam kebencian yg terpelihara

Uuuaaasssyyyuuuuuuuuu!!!!!!!  🤬🤬🤬🤬🤬🤬🤬",Sari_Bumi88,2023-03-30 04:42:35+00:00
"@PutraBaron05Al1 @CNNIndonesia Israel lolos PD U20 tahun kemaren tp heboh baru akhir2 ini apalagi yg kasih statemen mas Ganjar yg notabene sangat akrab sm presiden, pdhl ajang PD yg pny gawe Pemerintah. Kayake ada sesuatu yg disembunyiin alasan sebenari pembatalan FIFA",Irsyad88216647,2023-03-30 04:42:24+00:00
"FIFA batalkan Indonesia host Piala Dunia U20. Skrg, beranikah Indonesia bikin Piala Dunia U20 tandingan, kaya Bung Karno bikin Ganefo? Mana suaranya pendukung Bung Karno yg kaffah?! Nafsu politis aja sok dikeren2kan alasan ideologis Bung Karno segala! Taek! #Israel #pialaduniau20",budibaskoro,2023-03-30 04:42:23+00:00
"@gibran_tweet Mantap pak Wapres 2024, masih banyak wilayah di Indonesia yang bersedia menerima kedatangan tim U20 Israel",UMBURAING,2023-03-30 04:42:22+00:00
"@Dennysiregar7 ini bkn masalah Israel justru FIFA bijak &amp; sayang akan NKRI mk mrk jadikan alasan   tragedi kanjuruhan agar Indonesia tak ada alasan utk di banned krn kasus sdh lama
FIFA tdk ingin membanned RI jd kt hny gagal jd tuan rumah piala Dunia U20 tp muka sepakbola RI diselanatkan FIFA",Jojobetako2,2023-03-30 04:41:51+00:00
@bas0ng @idextratime @afcasiancup ada baiknya menolak piala dunia u20 karena Israel,AtajanovOtajon,2023-03-30 04:41:40+00:00
"@Suher_Jf @IqbalSyahrul64 @CoachJustinL Yaelah polos bener lu multitafsir in rilis gitu, lagian nyorotin keputusan fifa yg jelas mreka punya dasar buat batalin pildun u20 karena penolakan israel di indo. Yg bkn org indo baca rilisnya juga nyari tau konteksnya apa sampe dibatalin gitu, bkn kyk lo yg hrus dicekokin man.",gunsitoruss,2023-03-30 04:41:24+00:00
"@leosereinn @urhome69 @idextratime Kalo mas nya tau manajemen resiko, nah pemerintah sama pssi itu harus mikirin resiko klo Israel tembus U20 dan bakal aman main di Indonesia tapi semua resiko itu diambil belakangan yg penting diterima dulu jadi tuan rumah, akhirnya ya jadi rugi semua",antonwaan,2023-03-30 04:41:09+00:00
@iIhamzada Yg kmrn bersuara paling keras tolak Israel main di piala dunia U20 cuci tangan dngn surat FIFA tuh kan bukan krn kita tolak Israel tapi karena kasus kanjuruhan...emang bener2 lingkaran setan..,philipus84,2023-03-30 04:40:10+00:00
@PastorGilbertL Gak Kebayang kalau suatu saat nanti...Indonesia jd Tuan Rumah Piala Thomas dan Uber...terus tim Israel lolos ke Piala Thomas...kira2 kejadian Piala Dunia U20 bakal terulang....,KangMas2012,2023-03-30 04:39:34+00:00
"@sindai_salie berarti mestinya kaum islam moderat yg jumlahnya 80% di indonesia ya harus bikin aksi medsos tandingan ""kami kaum islam moderat dukung U20 termasuk israel"" &amp; bikin gerakan nyata juga yaitu AKSI KAUM ISLAM TOLERAN TOLAK RADIKALISME &amp; MENDUKUNG IND JD TUAN RUMAH U20. Gitu ya sal?",adrienneadelio,2023-03-30 04:39:29+00:00
"Cara Anies Baswedan dalam bekerja, Pancasilais banget

Fifa
Kanjuruhan
BREAKING NEWS
Palestina
Israel
U20
#DavidAnakKitaSemua
BTS https://t.co/xnpF2cK5b0",milenialbantenz,2023-03-30 04:39:22+00:00
"@kesittt Maaf bro kamu ga bijak.... 
Klo jadi pemimpin itu yg konsisten bicara nya jg jangan mencla mencle... 
Siapa yg tahu israel lolos pildun u20 tsb? Israel lolos krn team yg kerja keras bermain bola",partoho,2023-03-30 04:38:43+00:00
"@Chacha79878322 @FahreziBadrun @idextratime Bukan hanya mereka berdua saja.. 
Siapa pun org² T0L0L yg ber statemen kemaren menolak tim Israel bermain bola di Indonesia,harus bertanggung jawab atas gagal nya Indonesia menjadi tuan rumah PD U20.. 😡😤😑",Jokowi_Ethes,2023-03-30 04:38:27+00:00
@Dennysiregar7 Bukan drama bang tp ketololan yg di perlihatkan..masa partai pemeeintah bukanya ikut membantu agar pildun u20 sukses..ini malah blunder besar ikutan menjadi kompor nolak tim israel dengan narasi jaman sukarno pernah menolak tim israel..woyyy ini jamanya udah berbeda.,putra_api,2023-03-30 04:38:19+00:00
"@solechan_talk @antikonsultanpr @__AnakKolong Jadi maksud elo,
lo kecewa cuma krn ada penolakan thdp Israel U20 batal ? FIFA lemah ?!

Kalo spt itu, gw sama spt lu.
Tapi kalo aja sbgian rakyat Indonesia gak sgitu tolol, moron, barbar, gak bradab, dst nolak Israel, gakkan ada juta²an yg kecewa &amp; sedih gara² batal U20 di sini.",dveir4u,2023-03-30 04:36:55+00:00
"@FaktaSepakbola Yang menarik dari statement FIFA, FIFA tdk mau ada diskriminasi di WC U20 ini, Tp faktanya mereka mencoret Rusia di WC kmrin krna dianggap melakukan invasi terhadap Ukraina. 

Apa FIFA menganggap apa yg dilakukan Israel trhdap Palestina selama puluhan thn itu cuma latihan perang?",milhambachtiar,2023-03-30 04:36:48+00:00
@y000Ur @Aldyxrm @SiaranBolaLive Tetapi tidak menyebutkan jg  krn ada penolakan tim Israel. Sangat aneh kl ada pejabat negara yg menolak tim peserta PD U20 pdhl yg punya gawe negara jg,Irsyad88216647,2023-03-30 04:35:56+00:00
"@ganjarpranowo belum 'sarjana' utk main politik, dia terjerembab dengan gerakan bawah tanah kompetitor nya sehingga persaat ini elektabilitas nya nyungsep tajam seiring dengan keputusannya menolak kehadiran Timnas U20 Israel, padahal dia hanya terbawa arus setingan kelompoknya..",iruv_veldy,2023-03-30 04:35:53+00:00
"BREAKING NEWS
FIFA
PSSI
U20
Indonesia
Kanjuruhan
Rusia
Qatar
Palestina
Israel
Sports don't make riots,it's the earth's elite assholes who make their fans riot, olahraga tidak bikin rusuh,elit2 brengseklah yg bikin rusuh penggemarnya",ljtvgfnxrwq,2023-03-30 04:35:27+00:00
@ShamsiAli2 Bapak setuju ga israel main bola di Indonesia?klo bapak mendukung piala dunia U20 dngn keikutsertaan israel kenapa bpk baru twit skrng??apapun hasilnya bpk selalu jadi orng yg kontra.,philipus84,2023-03-30 04:35:14+00:00
wes timnas u20 kon sparing wae PSTA Persatuan Sepakbola Tel Aviv Israel,mbeledoos,2023-03-30 04:34:55+00:00
@fifamedia @FIFAcom @FIFAWorldCup @fifamedia KALO BISA SANKSI NYA SEKALIAN YANG BERAT PAK .. BIAR SEKALIAN SAKIT NYA KAMI ! DAN BIAR ORANG YANG MENOLAK U20 DI INDO KARNA ISRAEL MIKIR .. BIAR ANCUR ANCUR SEKALIAN NI SEPAKBOLA INDONESIA !,wahyudinoprato2,2023-03-30 04:33:18+00:00
"Yang menarik dari statement FIFA, FIFA tdk mau ada diskriminasi di WC U20 ini, Tp faktanya mereka mencoret Rusia di WC kmrin krna dianggap melakukan invasi terhadap Ukraina. 

Apa FIFA menganggap apa yg dilakukan Israel trhdap Palestina selama puluhan thn itu cuma latihan perang?",milhambachtiar,2023-03-30 04:33:08+00:00
"@ganjarpranowo @BanhubJateng Bal2ane seng do mudik ke klub masing2 ga sido melu pildun u20, duk ojo melu bidding olympiade mudak ngisin2ni, mergo mesti israel juga peserta olympiade ng banyak cabor. Pildun u20 ora iso ngatasi poneh olympiade 😁😃",Kang_X_Poedji,2023-03-30 04:30:44+00:00
"@giginpraginanto yg ngajuin itu pemerintah
dari awal nggak usah nyalonin jd tuan rumah israel itu ikut kualifikasi
pildun u20 https://t.co/osSFSmbXkx",Gungun_65432,2023-03-30 04:28:47+00:00
"GP dan Gub Bali dituduh sbg aktor plg btgg jwb kegagalan pssi sbg tuan rumah U20. Andaikan piala dunia U20.jadi digelar maka pihak yg getol akan demo (pilih yg benar):
1. Simpatisan PDIP
2. Ganjaris dan relawannya
3. Kelompok radikal
4. Tdk ada yg demo tim Israel.",DjokoRetnadi,2023-03-30 04:28:23+00:00
"@mas_udS @FaktaSepakbola Kalo gw liatnya dia menolak scr implisit dgn mengatakan bhw dia mendukung pildun u20 namun kalo boleh tanpa kehadiran Israel (sudah dipastikan gak akan mungkin).
Nah yg bikin rame itu bukan soal tempat dimna dia sampaikan itu forum resmi/tdk resmi ya tapi dia sbg gubernur Jateng",fcb_amq,2023-03-30 04:27:34+00:00
"Posisi penolak Timnas Israel di U20 

Si Yohanies cari aman ada di tribun penonton 😂😂 https://t.co/sQx7R6fnBx",VeelaaRhie,2023-03-30 04:26:20+00:00
"Bukan Karena Tolak Israel, Ternyata Ini Alasan Indonesia Batal Menjadi Tuan Rumah Piala Dunia U20 2023 https://t.co/8pwFCef5Dg 

#FIFA23 
#pialaduniau20 
#PSSI 
#RamadanKareem 
#RamadhanDay8 
#ramadhan2023 
#RamadhanWithStudioTropik",SuparyantoBagus,2023-03-30 04:26:11+00:00
"@Danki_Cebong Kapten Israel U20 muslim…..
Dan pendapat manusia bisa lekang karena jaman (bung Karno sekalipun) bukan layaknya kitab suci agama yg sll dlm kebenaran sepanjang jaman…",Prasety253,2023-03-30 04:24:50+00:00
"1. Gw sedih Indonesia gbsa berlaga di Pildun U20.
Tapi penolakan trhdp Israel sesuai amanat UUD 1945 &amp; ini bernilai prinsip ideologis serta historis.
&amp; urusan prinsip itu tdk bisa dikompromikan. FIFA paham ttg itu.
Salah pemerintah tdk memitigasi keikutsertaan Israel sejak awal",BalakosaRI,2023-03-30 04:24:47+00:00
"FIFA YAIONDOA INDONESIA KUWA MWENYEJI WA KOMBE LA DUNIA U20

#FIFA imeamua hivyo baada ya Serikali ya #Indonesia kukataa kuipokea Timu ya #Israel kutokana na Mgogoro wa Kidiplomasia baina ya Mataifa hayo

Michuano imepangwa kufanyika Mei 20 - Juni 11, https://t.co/3jon0QWAfp… https://t.co/hpdHnEORY0",JamiiForums,2023-03-30 04:24:27+00:00
"@kurawa 1. Gw sedih Indonesia gbsa berlaga di Pildun U20.
Tapi penolakan trhdp Israel sesuai amanat UUD 1945 &amp; ini bernilai prinsip ideologis serta historis.
&amp; urusan prinsip itu tdk bisa dikompromikan. FIFA paham ttg itu.
Salah pemerintah tdk memitigasi keikutsertaan Israel sejak awal.",BalakosaRI,2023-03-30 04:24:11+00:00
"Ini pa orangnya @Dennysiregar7. Yang nolak timnas U20 Israel..dia biang kerok nya,  indonesia gagal....",MOHAMAD26051170,2023-03-30 04:23:42+00:00
"@ShamsiAli2 Anda yang mengaku tokoh agama kok gak habis2 senang menghasut ya?

Gagalnya PilDun U20 ini sudah terang benderang krn masalah penolakan Israel dan potensi masalah keamanan.

Jangan bawa2 nafsu politik kemana2 Bung",arireliyanto,2023-03-30 04:23:18+00:00
"@Miduk17 @panca66 ...due current circumstance...
Sehabis kunjungan tdk ada sanksi malah di beri bantuan pembinaan tim muda.
murni karena penolakan Israel. .
Pertemuan 3 jam mgwti jkw, , pantas Jokowi tdk bicara sedikitpun ttg PD U20, mungkin bentuk penolakan utk stetmen tolak Israel..",KlavuGheni2,2023-03-30 04:23:14+00:00
"@amrudinnejad_ Gagalnya kesempatan peningkatan wisata daerah, Reza Arap yg pendapatannya jg batal akibat lagunya yg gagal diputar sbg opening WC u20, dan msh banyak lg dampaknya. Padahal, yg kalian bela pun tak masalah jika israel bermain di indonesia. Terimakasih atas sikap ""kritis"" kalian.",kaummarjinall,2023-03-30 04:20:55+00:00
"@MarahIchsan Betul bro... Israel tidak diakui di Indonesia secara konstitusi. 
Martabat bangsa dan, negara lebih utama drpd sekedar main bola U20. Masih ada tempat main bola yg lain.",uud_12345,2023-03-30 04:20:23+00:00
"@Aliffqu Yupss
hancur mimpi Jokowi dgn segala pencitraan &amp; kepalsuannya dikhianati Gubernur Bali &amp; Gubernur Jateng

Piala Dunia U20 biar scr resmi diselenggarakan diluar Indonesia drpd tidak ada jaminan keamanan

Mmg  tak ada disebut soal israel, yg disebut October 2022 Tragedi Kanjuruhan https://t.co/p23gGQun21",Aiek_Speechless,2023-03-30 04:17:34+00:00
"@Giring_Ganesha Bgmn pendapat mengenai capres yg didukung psi menolak timnas u20 israel dateng ke indonesia ???
Msh di dukung ????",dayce2229,2023-03-30 04:16:41+00:00
@williamgoesway @FaktaSepakbola @GOAL_ID Sama juga saya mau bilang pada yg mendukung israel kenapa ngk jadi warga israel aja. Karena negara indonesia jelas uu dan konstitusinya melarang penjajahan dan penindasan. Konstitusi negara sendiri kok mau diinjak2 hanya demi pildum Kecil (u20) sinting kalian,AnandoLikum,2023-03-30 04:16:03+00:00
"@MaskunAndriant1 @benwaee_ @SiaranBolaLive Kalo jauh"" hari udah tahu Israel lolos kualifikasi masuk jadi peserta U20. Kan bisa pas Israel minta dikhususkan pindah ke negara tetangga terdekat mainnya. Yang penting dirundingkan jauh"" hari. Jangan pas udah dekat. Dan cuma di Bola. Knpa di ajang perhelatan lain nggak?!",JayaTigamutiara,2023-03-30 04:15:47+00:00
"@SantorinisSun Keadaan saat ini, berarti konteksnya berhubungan dengan penolakan timnas u20 israel. Gitu aja gak faham.",Zhamvel,2023-03-30 04:14:08+00:00
"@FaktaSepakbola Saya berharap indonesia di banned fifa,agar rakyat masih terbawa suasana sampai 2024 tahun politik.. dan rakyat bisa mem-Banned politisi yg menyuarakan melarang israel tampil di U20 kena imbas dari perbuatannya . #TolakPolitisi2024",MrVengki,2023-03-30 04:13:25+00:00
"@ch_chotimah2 @PKSejahtera @PDI_Perjuangan @fadlizon Itu gara"" GP menolak kehadiran timnas u20 israel..itukan junjungan mu ??",dayce2229,2023-03-30 04:12:50+00:00
"@kurawa @vita_AVP1 Dengan semua lobi dan surat garansi preaiden ke FIFS, kini cuma ada dan hanya satu-satunya jalan jika Indonesia masih tetap mau jadi tuan rumah piala dunia u20...

Lobi ""diplomatik sepakbola"" PSSI dengan PSSInya Israel

Hanya ini jalan terakhir...

*tarik napas panjang",Bagepadia,2023-03-30 04:11:38+00:00
@idextratime Ya FIFA anggap negara gak bisa jaga keamanan. Mrk takut jika diteruskan akan terjadi seperti tragedi Kanjuruhan. Semua Krn ada motif yaitu penolakan Israel. Kalau gak ada penolakan Israel pasti FIFA blg keamanan sudah kondusif dan Ina siap menggelar U20.,alhaque_alfar,2023-03-30 04:11:15+00:00
"@FaktaSepakbola Apakah pembatalan Pilgub U20 di +62 akan membuat Israel mengurangi tekanannya ke Palestina ?
Berpikirlah dgn bijak, justru anda menjerumuskan bgs ini ke jurang yg dalam. 

Tdk hny sanksi FIFA, akan bermunculan kecaman yg bs berdampak ke pariwisata, dll

Partai besar,otak cetek.",OpgeorgeP,2023-03-30 04:10:42+00:00
"Jokowi Dinilai Harusnya Lebih Awal Antisipasi Ada Gubernur Tolak Israel, Berefek Pildun U20 Batal https://t.co/kHZJNE20JX",KompasTV,2023-03-30 04:08:03+00:00
"@cagubnyinyir2 @ganjarpranowo @hs_meliala @bersatulahnkri @wayankoster2014 @Aadec @OmDickyajah @BHD_8 Pak Ganjar menolak timnas israel di pildun u20 merupakan tindakan kurang baik di tengah rakyat indonesia pd umumnya,tp saya lbh berfkiri bhw nkri adalah segalanya bg kami artinya jika pilpres 2024 saya tetap bersama pak Ganjar.",MatJohar3,2023-03-30 04:07:29+00:00
"@ganjarpranowo - Batal jadi tuan rumah event sekelas Piala Dunia
- Batal bertanding di Piala Dunia
- Israel tetap bertanding
- Sanksi FIFA menanti
- Konflik Israel - Palestina tetap berlangsung
- Adik2 timnas U20 hanya bisa meratapi
Pada akhirnya mimpi anak bangsa kita selamanya hanya mimpi.",fuckyouimandy,2023-03-30 04:05:15+00:00
@SiaranBolaLive Momen ini dimanfaatkan oleh oknum Red Bull untuk mendapatkan simpati dan setidaknya sedikit membantu PSSI dari kemarahan pencinta sepakbola tanah air dengan melakukan penolakan terhadap timnas ISRAEL  pada  PD U20.,DT_Tries,2023-03-30 04:04:59+00:00
"@ShiamiTiffany Sederhana jawabannya. Kalau faktor keamanan, saat Israel lolos kualifikasi pildun u20 pasti seluruh jajaran polhukam sudah mendeteksi. BIN, BNPT, Densus, TNI, Polri dll pasti sudah siap. Lalu kita yang meremehkan semuanya. Seharusnya tim Israel lah yang mengundurkan diri!.",SandjojoS,2023-03-30 04:03:53+00:00
Puaskah kalian yang udah nolak israel sampai ngebatalin pildun u20?,mdfb80,2023-03-30 04:03:31+00:00
"@EngeeEng @CNNIndonesia Walaupun lu bilang say no..Israel tetep main di WC U20, Palestina yg dibela mati²an tetep main di piala asia, lahh indo maen dimana? Liga RT?",AndySianipar6,2023-03-30 04:03:21+00:00
"@idextratime - Israel lolos kualifikasi &amp; layak main di FIFA U20
- Indonesia beruntung masuk &amp; main krn Tuan Rumah
- eh tiba2 ada aja oknum yg nolak Timnas Israel🫢
- ujungnya apa? Indonesia gagal jadi tuan rumah
- dampaknya? Timnas kita ga join, ehh Timnas Israel malah main🫤",gabrieltamba777,2023-03-30 04:03:08+00:00
"@WastuPrabowo @CNNIndonesia @ganjarpranowo @PDI_Perjuangan Mohon digarisbawahi, yg ditolak itu atlet sepakbola u20 israel saja 🤭🤭🤭",Mudiiinn,2023-03-30 04:02:36+00:00
@FaktaSepakbola Kenapa pas pildun u20 sepakbola mereka bgitu ya. Padahal nanti beach game di Bali bakal ada tim israel yg dtg,adrianto_i,2023-03-30 04:02:21+00:00
Israel U20 tetap akan bermain di piala Dunia U20..,el_ehek,2023-03-30 04:01:53+00:00
"@detikcom Yg ada diketawain Palestina, mereka tetap main di Piala Asia, Israel tetep lolos pildun u20",RussianYuri_,2023-03-30 04:01:13+00:00
