Tweet,Username,Datetime
"Apakah aktor politik yang tolak Israel di Piala Dunia U20, akan di tandai oleh pecinta olahraga? Menurut kalian, gimana, guys? Share your thoughts in the replies ya! ✌🏼 👀",pinterpolitik,2023-03-31 10:02:24+00:00
Dampak negatif elektoral dinilai akan dirasakan aktor politik yang menolak Timnas Israel dan berakhir pada batalnya Piala Dunia U20 2023 di Indonesia.,pinterpolitik,2023-03-31 10:01:23+00:00
@ruhutsitompul Tumben2 junjungan cebong nolak pildun🤣 u20 israel.. mungkin pas obat nya datang.. 🤣,t4uf1q_wtv,2023-03-31 09:59:47+00:00
"gak kebayang sih kalo U20 jadi. israel bisa dengan bangganya nyanyi lagu kebangsaan disini, haha hihi maen bola terus selebrasi cetak gol.  Big no! sepakbola mh cuma permainan. selebihnya buat urg mah bola mah nya Pepersiban. ada orang Bandung dukung timnas aja udah aneh -_-",16eeza,2023-03-31 09:58:18+00:00
"@DoankWarto Drama, hasil investigasi FIFA terhadap Peristiwa Kanjuruhan, membuat Pildun U20 dibatalkan. Surat keputusan FIFA sudah dikirim ke Presiden/PSSI sebelum ada berita penolakan Tim Israel. Ini membuat down Pemerintah dan PSSI. Lalu keluarlah isu Penolakan Tim Israel sbg efek batal.",ojo_dumeh123,2023-03-31 09:57:16+00:00
"Saatnya petisi ke @fifa kembalikan pildun U20 ke indonesia.

Aksi Brutal Tentara Israel Serang Final Piala Liga Palestina, FIFA Larang Timnas Israel U-20 Main di Piala Dunia U-20 2023? https://t.co/BuTSYEPLY3 lewat @okezonenews",bidont_ziednie,2023-03-31 09:52:37+00:00
"Pada Olimpiade di Munchen, 1972, 11 Atlet Israel mati ditembak oleh Kelompok Black September Palestina

Hal tsb disinyalir akan terjadi lagi pada saat Gelaran PILDUN U20, akhirnya FIFA mencabut Indonesia sbg Penyelenggara demi keselamatan NKRI

MERDEKA🇮🇩🇮🇩
https://t.co/wZ20ig7zlI",Jaga5_sila,2023-03-31 09:51:48+00:00
"@Gigacuk @Dutajomblo3 @fantasista_id Hahaha.. Ini Permenlu, masih bisa ditambahkan khusus PILDUN U20 (jika mau) oleh pemerintah kalau itu Alasan ditolaknya Timnas Israel.
Dan para pendemo gk pakai ini sbg alasan karena peraturan tsb masih bisa diubah. 
Beda halnya UUD 1945 ambademnya rumit dan panjang.",AUtiarahman,2023-03-31 09:51:08+00:00
"@goalpoet02 @FaktaSepakbola @BFahrul66 @FIFAcom Yaelah, masa FIFA mau nulis ""FIFA membatalkan piala dunia U20 di Indonesia karena masyarakat nya menolak Israel, karena Israel adalah penjajah"" kan kocak",KiluaZ01dyck,2023-03-31 09:50:29+00:00
"@idextratime Konon dipicu kekecewaan Israel tidak bisa bermain di Indonesia. Sehingga Israel mencari masalah supaya dihukum FIFA, sehingga Israel dan Indonesia batal bermain di FWC u20.",lutviprajindra1,2023-03-31 09:49:58+00:00
"@FaktaSepakbola @FIFAcom Israel di banned karena tentaranya tembak gas air mata
Indonesia mah juga sama lebih parah sampai banyak korban jiwa

Israel ga ikut wc u20. Indonesia juga ga layak ikut
Kalau alasannya karena gas air mata",fajarrukmo,2023-03-31 09:49:53+00:00
"@detikcom Pd saat yg lain Israel ikut IPU di Bali dan Puan berdalih pimpin sidang IPU, bkn ikut mengundang Israel.
Emangnya Israel mau tampil di Pildun U20 krn undangan PSSI? Israel itu krn lolos kualifikasi...dablek ahhh.... https://t.co/YwrI1Rt5oz",BeBuzzerNKRI,2023-03-31 09:49:32+00:00
@detikcom dan polda bali udh membantah kedatangan tim u20 israel bisa mengganggu kemanan bali.. ayo keluarin lagi alesan laen pak biar lega🤣🤣,tanel_1811,2023-03-31 09:48:47+00:00
"Sepak Bola Indonesia Kembali Suram karena Intrik Politik 
#koranjubi #JubiTVid #infopapua #tanahpapua #papua #indonesia #PapuanLivesMatter #sepakbola #pialadunia #u20 #fifa #pssi #israel #palestina #olahraga #kompetisi https://t.co/UObphcV2tz",jubidotcom,2023-03-31 09:47:40+00:00
"@Miduk17 Andai Piala Dunia U20 jd diselenggarakan di Indonesia, pasti ngomongnya beda, ""Kok Israel diizinkan main di Indonesia? Negara macam apa ini?"" Kemunafikan!!!",bertweet24,2023-03-31 09:46:45+00:00
"https://t.co/iM9R5sQfpb
Benaran Wayan Koster dan Ganjar Pranowo tolak Israel Tampil di Piala Dunia U20, Karena PDIP? ini kata Coach Justin",liatdulunih,2023-03-31 09:46:33+00:00
"Kalo Indonesia punya nilai tawar

Fifa: negara anda terpilih jadi host pildun U20

Pemerintah:senang sekali itu yg kami harapkan, tapi tanpa Israel ya, konstitusi kami menolak penjajahan itu udah final

FIFA: ok kami akan carikan solusi

Berandai2 kalo Indonesia dihargai",akbarAmbarawa,2023-03-31 09:45:39+00:00
"Sikap Walikota Solo, @gibran_tweet  menolak kehadiran timnas Israel di Piala Dunia U20 Indonesia mendatangkan tanda tanya publik. Salah satu klarifikator terhadap sikap bedanya itu datang dari Ketua DPC PDIP Solo Fx Hadi Rudyatmo.",Evello12,2023-03-31 09:45:14+00:00
"Apa kata media Palestina dan Israel terkait pembatalan Indonesia jadi tuan rumah Piala Dunia #U20 ? 
Ini reaksi media asing.. cekidot
https://t.co/3q0StiLOlf",idegugusmedia,2023-03-31 09:39:51+00:00
"Mana coba sini kemaren yg bilang Palestine main bola adem ayem di Palestine/Israel, terus kitanya aja yg ribet sendiri nolak2?

Mana coba sini yg belain Israel pas kemaren pas ramen penolaka Pildun U20?

Mana coba sini yg bilang sepak bola harus lepas dari politik?",rahmadidr,2023-03-31 09:38:23+00:00
"@frdrio @FaktaSepakbola @BFahrul66 @FIFAcom Emang kemarin pssi ada yang bawa"" Israel ga boleh main di pildun u20? Nanya gue klo ada kasih bukti",Tribalchief666,2023-03-31 09:33:55+00:00
"@katacasey Kita semua tentu tau bahwa Federasi Sepak Bola Internasional (FIFA)  resmi membatalkan penyelenggaraan Piala Dunia U20 2023 di Indonesia. Alasannya banyak pihak yang menolak keikutsertaan timnas Israel kan ya? Hasto kristiyanto
#TerimakasihPDIP",FriskaY45684722,2023-03-31 09:33:03+00:00
"@Fr4nst @Alsha427 @ch_chotimah2 @aniesbaswedan @ganjarpranowo @RiaKeynou gk kan mmilih pdip, khususx sigenjer2 yg jos2 mnolak israel u20",New_Era_PS,2023-03-31 09:32:42+00:00
"@Alsha427 @ch_chotimah2 @aniesbaswedan @ganjarpranowo @Fr4nst @RiaKeynou gk kan mmilih pdip, khususx sigenjer2 yg jos2 mnolak israel u20",New_Era_PS,2023-03-31 09:32:35+00:00
"Fifa ga peduli
Piala dunia U20 tetap jalan dengan israel
Dan tanpa indonesia",adibim,2023-03-31 09:30:44+00:00
"@cordova_media @FIFAcom Beruntunglah INDONESIA Tidak Jadi Tuan Rumah Pildun U20. 

Mata Semua Bangsa-Bangsa Ber Saksi Atas Semesta. 
Kekejian Zionisme ISRAEL.. Sudah Di Luar Batas Akal. 
Kebiadaban, Kebengisan.. Adalah JIWA.. Politik nya. 
Zionisme Adalah iblis Besar Dajjal Global.",Mulyawans07gma2,2023-03-31 09:30:35+00:00
Ada yg cari pembelaan &amp; pembenaran stlh Tolak Pildun U20 dg alasan tkt ada bom. Nah waktu acara IPU th 2022 di Bali yg dihadiri Parlemen Israel memang ada bom meledak? Politisi busuk dari partai busuk gk mikir !!!,yudhi6464h,2023-03-31 09:29:38+00:00
"Kita sedih WC U20 batal diadakan di Indonesia, salah 1-nya disebabkan sikap politik penolakan thd Israel... Sbg bagian evaluasi bagus juga skrg partai2 nyatakan sikap mereka sebetulnya seperti apa, termasuk para capres, supaya kedepan kita tau cara hadapi situasi model begini",yunartowijaya,2023-03-31 09:29:10+00:00
"@rang_simabua Muak sama kalian politisi busuk.. Jgn cuci tangan mengalihkan kemasalah lain, ini jelas akibat penolakan kalian kpd tim Israel kita dicoret dari Piala Dunia U20",coy_oncle,2023-03-31 09:28:28+00:00
"@katacasey Dunia U20 2023 di Indonesia.
pembatalan  dikaitkan dengan banyak pihak yg menolak keikutsertaan timnas Israel , kalau kayak gini emang bingung sih. Hasto kristiyanto
#TerimakasihPDIP",akmalbiannn,2023-03-31 09:27:51+00:00
"Dg alasan konstitusi, tim u20 Israel ditolak. Hasilnya Indonesia dapat sanksi FIFA. 
Dimana partai dan tokoh yg teriak konstitusi, mengapa diam ketika kebebasan beragama di berangus? Konstitusi menjamin kemerdekaan beragama. Konstitusi dicabik-cabik, koq diam? 
@PDI_Perjuangan https://t.co/KIeOXT2LTU",SahLeoSin,2023-03-31 09:26:36+00:00
"@HerrySampuraka @f_fathur haram mmilih prtai2 /pihak pnolak u20 pdi, pks,pan, dll, kau tmpakx benci bgt dg israel, gmn klo loe trjun lngsung ke gaza drpd cm koar2 di medsos",New_Era_PS,2023-03-31 09:23:02+00:00
"@PDI_Perjuangan Substansinya : Israel sdh lolos kualifikasi jd berhak bertanding di mn pun WC U20 dilaksanakan. Menolak Israel bertanding = menolak WC U20 krn dlm hal ini sdh jd 1 paket, itu yg sptnya kaga dipahami sejak awal. Wis mbuh lah wis kadung dipindah nang Argentina kok ...",WowokOhm,2023-03-31 09:22:45+00:00
"@katacasey Turut prihatin atas gagalnya Indonesia menjadi tuan rumah piala dunia U20.  Mungkin yg teriak menolak tim Israel kemarin bahagia nih,bela negara lain tapi mengorbankan cita-cita anak bangsa !! Hasto kristiyanto
#TerimakasihPDIP",Cat_hernes,2023-03-31 09:21:57+00:00
"Yang lagi rame di bicarakan. 
INDONESIA GAGAL JADI TUAN RUMAH U20.... 
Yang parahnya lagi sesama bangsa indonesia dari atas atas hingga bawah mereka saling menghujat,memaki dsb dengn yg kontra Timnas Israel. Malah pada mencari pembebaran😇😇",CkarBlu,2023-03-31 09:20:38+00:00
"@FaktaSepakbola @FIFAcom Kalo Indonesia punya nilai tawar

Fifa: negara anda terpilih jadi host pildun U20

Pemerintah:senang sekali itu yg kami harapkan, tapi tanpa Israel ya, konstitusi kami menolak penjajahan itu udah final

FIFA: ok kami akan carikan solusi

Berandai2 kalo Indonesia dihargai",elleanor12,2023-03-31 09:20:06+00:00
"Sosok pemimpin yg memiliki karakter yg bagus, fokus bekerja dan membuktikan dengan kinerja. #aniesbaswedan #AniesPresidenRI2024

FIFA 
Inisial R
PSSI
Israel
U20 https://t.co/z1LmyIXaja",milenialbantenz,2023-03-31 09:20:03+00:00
"Mungkinkah dgn kejadian PDIP &amp; PKS.
 Yg Menolak Israel Laga U20 dan Para  Pecinta Bola di Indonesia akan membuat Gembos suara 2 Parpol tersebut ??",Aguscah88555821,2023-03-31 09:19:59+00:00
"Akhirnya kita tau Dalam hal ini yg salah itu bukan @ganjarpranowo bukan juga koster apalagi @PDI_Perjuangan 

Tp yg bersalah itu Tuhan,krn koster sudah mengajukan permohonan agar Team israel dicoret dr piala dunia U20 namun Tuhan tdk menjawab, https://t.co/al5zoIDtd1",siregar_elang,2023-03-31 09:17:56+00:00
"Aq mau adu Teologi sama Ganjar masalah kehadiran israel di bola dunia U20,apa kita jd kapir semua...?",suaimansyah,2023-03-31 09:17:03+00:00
"@noegrahaha @RomitsuT Bagus itu , bisa menginspirasikan ...

Tp mslh utama kegagalan ind mjd tuan rmh piala U20  , dsbbkn bkn krn masalah protes Israel , tp yg lbh pada blm mampunya mnjg keamanan bila trjd suatu aksi rusuh di stadium, spt di surat FIFA ttng station kanjuruhan ...",AriMMilani,2023-03-31 09:14:46+00:00
"@yunartowijaya Para kadrun senang ganjar diserang masyarakat krn komentar pildun U20, krn menolak Israel bermain, yg bodoh adalah pendukung ganjar yg ikut2an kecewa sama ganjar dan mau berpaling dr ganjar.",Robin23338438,2023-03-31 09:13:10+00:00
"@idextratime My point : Sama seperti Israel. Pemerintahnya zionis, tapi tak selalu kebijakannya didukung oleh rakyatnya, walaupun mereka se-agama (yahudi). Timnas U20 Israel bukan tentara zionis. Hanya anak2 muda yg bermain bola, dan diantara mereka juga ada yg pemain Muslim. Tp y sudahlah.",adeAfid,2023-03-31 09:13:07+00:00
Apakah timnas palestina mengundurkan diri ketika ada timnas israel di satu pentas sepakbola ?  Apakah negara palestina ikut menyuarakan menolak timnas israel di Piala Dunia U20 ?,__Bungs,2023-03-31 09:11:32+00:00
"Bicara diluar konteks Kanjuruhan.

Harusnya yang dikomplain Kemenlu, dong, ya? Jika timnas Israel dapat bermain dalam Piala Dunia U20 tab. Bukan PSSI?",TeaPotBiru,2023-03-31 09:10:39+00:00
"Terjemahan surat dari FIFA, agar tidak salah paham dan salah mengartikannya, ada pertanyaan : ""apakah klo tidak ada penolakan dan demo anti Israel dan menolak kedatangan Timnas U20 Israel FIFA akan membatalkan Indonesia sebagai tuan rumah???""
https://t.co/6ItfsiOyI9",lsupriadhi07,2023-03-31 09:05:29+00:00
Bukan malah sebaliknya...boss?pecinta umat jg menandai tokoh dan partai politik yg bela timnas U20 Israel😜😎 https://t.co/eCpySkhIH1,DanielMunaf6,2023-03-31 09:04:42+00:00
"Dasar penolakan tim U20 Israel krn UUD 45 larang penjajahan.
Coba lihat :
# Rusia menyerang ukrainia
# arab saudi memyerang yamam
Nah kenapa mereka tidak dipermasalahkan oleh para penolak tim U20 israel?
Gara2 tindakan tdk bijak ini negara rugi 3.7 T, siapa tanggungjawab?? https://t.co/qz5OUkygBn",yuana_JOEKUR,2023-03-31 09:04:32+00:00
"@Pangeran9256130 @Tita83079013 Menurut saya ni , kita boleh adu argument.
Kenapa fifa batalkan WC u20 Indonesia karna faktor KEAMANAN, gubernur Bali bilang kalau Israel datang ke Bali, mereka trauma  kejadian bom Bali , trus Ganjar juga buat stantmen menolak juga Israel untuk datang ke Indonesia.",EdiManik11,2023-03-31 09:04:03+00:00
"setelah event Piala Dunia U20 resmi dibatalkan oleh FIFA karena pnolakan Israel dalam keikutsertaan Timnas Israel Dua kader elit PDIP Koster dan Ganjar naik ke pemerkuaan karna paling awal menyuarakan penolakan Israel
https://t.co/pfcIPZwmVJ
Hasto kristiyanto
#TerimakasihPDIP",sintaadewiii_,2023-03-31 09:03:10+00:00
"@a_djaffar Sulit maju, kesempatan jadi host U20 tapi minder dan takut dgn tim Israel. Ehmmmm",SahLeoSin,2023-03-31 09:02:09+00:00
"@kompascom Nah kan, polisi dan TNI sepertinya lebih mengerti jika ada alasan resiko keamanan yang akan mengganggu piala dunia U20. Dan mereka pasti yang akan bersuara bukan gubernur nya yang 22nya dari PDIP. Sepertinya masih ada dendam lama thd Israel bukan membela Palestina..",goldenman339,2023-03-31 09:01:38+00:00
"lagi ramai soal Federasi Sepak Bola Internasional (FIFA) yg sudah resmi membatalkan penyelenggaraan Piala Dunia U20 2023 di Indonesia.
pembatalan ini dikaitkan dengan banyak pihak yg menolak keikutsertaan timnas Israel.

#TerimakasihPDIP Hasto kristiyanto
https://t.co/2X4rJw0vqg",katacasey,2023-03-31 09:01:13+00:00
@muhhussen @FaktaSepakbola @FIFAcom Mungkin lebih tepatnya israel dicoret dari keikutsertaan di pildun u20 argentina dan digantikan Indonesia 😂,dnfla_,2023-03-31 09:01:02+00:00
"Hasto kristiyanto menegaskan partainya bukan menolak pelaksanaan piala dunia U20  tapi beliau menolak kehadiran timnas israel 
#TerimakasihPDIP
https://t.co/h7eKuvPgPt",FrinaPutri2,2023-03-31 09:00:25+00:00
"Kita semua tentu tau bahwa Federasi Sepak Bola Internasional (FIFA) telah resmi membatalkan penyelenggaraan Piala Dunia U20 2023 di Indonesia. Alasannya banyak pihak yang menolak keikutsertaan timnas Israel kan ya? Hasto kristiyanto
#TerimakasihPDIP 
https://t.co/3ItUaf8niz",Jowo_Sambat,2023-03-31 09:00:20+00:00
@NotLofigirll Israel lolos pildun u20 itu karena mereka juara 2 Euro u19.,Ricksanchezit,2023-03-31 09:00:19+00:00
"@putri_Aalona @jokowi @ListyoSigitP @DivHumas_Polri Di negri sendiri rakyatnya digituin, apa bedanya yg kemarin teriak boikot pildun U20,krn pesertanya israel yg katanya menindas bangsa palestina.",AliminHerman,2023-03-31 09:00:12+00:00
"Menurut Hasto kristiyanto mengharapkan agar FIFA mencoret israel di piala dunia U20
#TerimakasihPDIP",leonel_andra,2023-03-31 09:00:02+00:00
@FaktaSepakbola @FIFAcom Percuma lapor FIFA msh standar ganda. Timnas Israel tetap ikut Pildun U20,ferrysandry,2023-03-31 08:57:25+00:00
"@Tita83079013 Hebatnya Israel. Bisa memporak-porandakan negara2 Arab, bisa memporak-porandakan sistem perekonomian dunia, tech nya dipakai masy dunia termasuk kadruns &amp; pak koster. Skrng memporak-porandakan impian anak bgsa tim U20 Indonesia. Wow... Luar biasa Israel. Padhl mrka adem2 aj🤣",ferdinand180878,2023-03-31 08:53:31+00:00
"Kecewa dan benci banget kepada mereka yang nolak timnas Israel ke Indonesia,karena ulah KALIAN Indonesia gagal menjadi tuan rumah WC U20 dan jika PSSI mendapat Sanksi tidak menutup kemungkinan sepakbola kita akan mengalami kemunduran....
#HAKANKUSIA
#ORANGTOLOL",raisenoseiko,2023-03-31 08:51:22+00:00
"@FaktaSepakbola @FIFAcom Keikutsertaan 🇮🇱ISRAEL di Piala Dunia U20 dibatalkan, status 🇮🇩INDONESIA sbg tuan rumah dikembalikan 👏🏽👏🏽👏🏽",muhhussen,2023-03-31 08:51:00+00:00
"@ekowboy2 Kunyuk ini @ekowboy2 ikut tolak timnas israel.

Giliran pildun U20 batal, dia cuma mengkambing hitamkan Ganjar.

Wuaasssuuu wuassuuuu 😅 https://t.co/Do0q77pRCg",FitFerry,2023-03-31 08:49:00+00:00
"@seroja_merah Tdk begitu, thn 1979 pildun U20 di Jepang, Bambang Nurdiasyah cs lolos kualifikasi n ikut bertanding di sana. Ga ada masalah, krn ga ktemu Israel. Di Bulutangkis sepanjang bukan Piala Tomas, Piala Uber n Piala Sudirman jg ga masalah ketemu pemain Israel, krn bukan mewakili negara",Simbah2_Ganteng,2023-03-31 08:47:12+00:00
"@yunartowijaya @prabowo @aniesbaswedan amies udh kan, dia (belakangan muncul) mendukung kehadiran tim U20 Israel😇 mas wowo yg masi diam seribu bahasa. ahaye dan pak beye juga belum kedengeran (kangen merekaaaa)",_missGe,2023-03-31 08:46:42+00:00
Udalah gak usah DRAMA masalah Israel faktanya emang Negara gak siap menyelenggarakan pildun U20 😂😂😂 itulah pertimbangan @FIFAcom membatalkan,tama_milanisti,2023-03-31 08:46:19+00:00
"@kang_ubi2 @M45Broo Inget tergelincirnya Ahok?
Gara2 kepleset omong doank.
Nah pak GP ini plus sdh melukai semangat timnas muda Indonesia. 
Kpn lg timnas auto ikut maen krn tuan rmh. Andai timnas ikut seleksi U20, brp % peluang lolos?
Konflik Palestina Israel itu rebutan tanah bukan agama https://t.co/33v24GuCZf",just_onoy,2023-03-31 08:45:04+00:00
"@KompasTV Karena Israel melalui kualifikasi utk bisa masuk piala dunia U20, sedangkan Indonesia kan cuma dapat bonus maen klo jadi tuan rumah. Begitu Bos, masih aja gak pake nalar.",HRuminten,2023-03-31 08:44:35+00:00
Kalo anda sendiri setuju piala dunia U20 tetap diadakan dgn kehadiran Israel? tolong jawab ya mas...,yunartowijaya,2023-03-31 08:44:14+00:00
@el_meller @Benbenn99 @Yudhamaru @panditfootball Tapi ujung ujungnya mereka tetap ikut kompetisi kan?...mereka hanya omongannya aja..beda dengan diindo  penolakannya dari kepala daerah venue pildun u20 dan parahnya gubernur Bali buat pernyataan resmi penolakan pada Israel melalui surat bertanda tangan,beobeoan,2023-03-31 08:42:51+00:00
"@disholatin @KangTteokpokki @SiaranBolaLive @vocketfcID aneh bgt ngebelain negara lain segitunya, giliran negara sendiri dirugiin. nolak israel dtg ke pildun u20 ga bikin palestina bebas dr perang, tp pikir dong negara rugi brp miliyar buat nyiapin pildun ini, pikir jg pemain2 sepak bola yg udh latihan dr lama",sceneryforkv,2023-03-31 08:42:48+00:00
"@__AnakKolong Tdk tahu kalimat apa yg dibawakan ET ke fifa, apakah tetap menolak israel, mengijinkan israel dg syarat atau tanpa syarat? Tentu fifa memiliki jwbn utk ke-3 opsi tsb. Sttmt fifa itu kalau diterjemahkan bebas: ini gw sudah bantu Indonesia, kl lihat kanjuruhan,ngga layak pildun u20",GNainggolan777,2023-03-31 08:41:52+00:00
"bukannya karena ada ancaman bom  kalau timnas israel jadi main pildun u20 yang disampaikan gubernur bali bang?

https://t.co/kKv12j46k1",AdvokatSyukniTP,2023-03-31 08:38:01+00:00
"@FahmiAgustian bukannya karena ada ancaman bom  kalau timnas israel jadi main pildun u20 yang disampaikan gubernur bali bang?

https://t.co/kKv12j46k1",AdvokatSyukniTP,2023-03-31 08:37:47+00:00
"Indonesia Batal Jadi Tuan Rumah Piala Dunia U20 karena Isu Israel? Ini Jawaban Lengkap Erick Thohir
 
https://t.co/h0zIZSpllE lewat @tribunnews",Tribun_Bogor,2023-03-31 08:36:34+00:00
Clear ya Pa @erickthohir di press conference pembatalan RI sbg host pildun U20 tdk disebutkan karena penolakan Israel tapi kesiapan PSSI &amp; urusannya internalnya  yg belum beres pska tragedi Kanjuruhan,Johny_Ardy,2023-03-31 08:36:16+00:00
